Molecule,Form,Brand,Manufacturer,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,GSK CONSUMER HLTH,,,"$49,844 ","$118,900 ",$67 ,,
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,GSK PHARM,"$600,594 ","$1,061,188 ","$2,396,026 ","$744,203 ","$684,030 ","$716,656 ","$204,814 "
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,HARRIS PHARM,,,"$68,777 ","$1,848,974 ","$2,136,645 ","$2,032,369 ","$513,742 "
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,J&J CONSUMER PRODS,"$1,795,127 ","$2,759,199 ","$1,923,302 ","$905,686 ","$1,080,920 ","$799,611 ","$221,216 "
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,MAJOR PHARM,"$322,206 ","$1,029,736 ","$1,000,256 ","$956,679 ","$610,189 ","$430,973 ","$142,118 "
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,MENTHOLATUM,"$804,130 ","$432,790 ","$220,040 ","$244,007 ","$284,795 ","$91,661 ","$44,698 "
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,NEUTROGENA,"$2,693,779 ","$4,079,107 ","$3,632,978 ","$1,216,773 ","$1,216,113 ","$978,377 ","$229,051 "
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,PRIVATE LABEL,"$376,424 ","$528,694 ","$482,979 ","$506,605 ","$2,368,399 ","$1,940,105 ","$446,379 "
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,QUALITEST PRODUCTS,"$92,581 ",$110 ,,,,,
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,RANBAXY PHARM,,,"$269,635 ","$211,049 ","$1,368 ",,
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,RIVERS EDGE,,,"$272,503 ","$8,792 ",,,
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,THAMES PHARMACAL,"$16,875 ",$937 ,,,,,
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,TRIMARC LABS,,,,"$2,765 ","$2,783 ","$2,365 ",
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,UNIV MEDICAL PRODU,"$236,460 ","$44,701 ","$26,615 ","$26,008 ","$18,750 ","$19,215 ","$1,942 "
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,VALEANT PHARM,,,,,$78 ,$349 ,$151 
BENZOYL PEROXIDE,D DERMATOLOGICALS,OTHER,WALTMAN PHARM,"$5,185 ","$10,522 ","$7,767 ","$7,238 ","$4,935 ","$3,532 ",$750 
BENZOYL PEROXIDE,T OTHER TOPICALS,BRANDED GENERIC,ACELLA PHARM,"$205,271 ","$1,056,060 ","$2,245,757 ","$1,777,196 ","$1,171,302 ","$304,391 ","$42,240 "
BENZOYL PEROXIDE,T OTHER TOPICALS,BRANDED GENERIC,AURIGA LABORATORIE,$70 ,,,,,,
BENZOYL PEROXIDE,T OTHER TOPICALS,BRANDED GENERIC,BAYER HEALTHCARE P,"$2,254,873 ","$5,512,223 ","$921,785 ",$157 ,,,
BENZOYL PEROXIDE,T OTHER TOPICALS,BRANDED GENERIC,CINTEX SERVICES,,,,"$45,956 ","$236,260 ","$235,303 ","$33,631 "
BENZOYL PEROXIDE,T OTHER TOPICALS,BRANDED GENERIC,GSK PHARM,"$3,629,499 ","$2,462,574 ","$359,872 ",$140 ,,,
BENZOYL PEROXIDE,T OTHER TOPICALS,BRANDED GENERIC,PRASCO LABS,"$539,964 ","$578,274 ","$200,719 ","$4,043 ",$73 ,,
BENZOYL PEROXIDE,T OTHER TOPICALS,BRANDED GENERIC,SETON PHARM,,"$322,325 ","$586,753 ","$166,731 ","$26,195 ",,
BENZOYL PEROXIDE,T OTHER TOPICALS,GENERIC,GLENMARK PHARMA,"$254,192 ","$767,684 ","$302,314 ",$239 ,,,
BENZOYL PEROXIDE,T OTHER TOPICALS,GENERIC,GSK PHARM,"$1,672,711 ","$879,598 ","$29,678 ",$49 ,,,
BENZOYL PEROXIDE,T OTHER TOPICALS,GENERIC,HI-TECH PHARMACAL,"$4,922 ",$29 ,,,,,
BENZOYL PEROXIDE,T OTHER TOPICALS,GENERIC,RIVERS EDGE,,"$399,257 ","$419,147 ","$2,377 ",,,
BENZOYL PEROXIDE,T OTHER TOPICALS,OTHER,UNIV MEDICAL PRODU,"$233,949 ","$217,620 ","$154,020 ","$64,356 ","$37,196 ",,
BENZOYL PEROXIDE,T OTHER TOPICALS,OTHER,VALEANT PHARM,,,,,,$771 ,$71 
BENZOYL PEROXIDE,Y ALL OTHERS,GENERIC,LETCO MED,,,,,,,$148 
BENZOYL PEROXIDE!CLINDAMYCIN,D DERMATOLOGICALS,BRANDED GENERIC,GSK PHARM,"$34,026 ","$2,539 ","$77,482,559 ","$69,411,485 ","$13,361,784 ","$2,432,581 ","$813,268 "
BENZOYL PEROXIDE!CLINDAMYCIN,D DERMATOLOGICALS,BRANDED GENERIC,MEDIMETRIKS PHARM,,,,,,"$980,819 ","$380,414 "
BENZOYL PEROXIDE!CLINDAMYCIN,D DERMATOLOGICALS,BRANDED GENERIC,VALEANT PHARM,"$128,015,094 ","$148,938,273 ","$162,150,994 ","$191,600,759 ","$184,960,385 ","$162,831,655 ","$44,226,049 "
BENZOYL PEROXIDE!CLINDAMYCIN,D DERMATOLOGICALS,GENERIC,MYLAN,"$36,316,928 ","$92,244,109 ","$108,447,189 ","$141,314,867 ","$177,384,669 ","$219,973,592 ","$51,085,141 "
BENZOYL PEROXIDE!CLINDAMYCIN,D DERMATOLOGICALS,GENERIC,PERRIGO,,,,"$9,138,408 ","$28,024,349 ","$35,852,897 ","$7,651,225 "
BENZOYL PEROXIDE!CLINDAMYCIN,D DERMATOLOGICALS,GENERIC,PRASCO LABS,,,,"$20,644,879 ","$30,550,501 ","$9,299,841 ","$6,342,435 "
BENZOYL PEROXIDE!CLINDAMYCIN,T OTHER TOPICALS,BRANDED GENERIC,GSK PHARM,"$93,150,379 ","$135,892,956 ","$43,996,738 ","$3,226 ",,,
BENZOYL PEROXIDE!CLINDAMYCIN,T OTHER TOPICALS,BRANDED GENERIC,MEDIMETRIKS PHARM,,,,,,"$447,677 ","$247,457 "
BENZOYL PEROXIDE!CLINDAMYCIN,T OTHER TOPICALS,BRANDED GENERIC,VALEANT PHARM,"$3,834,469 ","$5,228,060 ","$12,730 ",,,,
BENZOYL PEROXIDE!ERYTHROMYCIN,D DERMATOLOGICALS,BRANDED GENERIC,VALEANT PHARM,"$3,243,030 ","$4,554,780 ","$4,436,557 ","$2,706,422 ","$2,149,056 ","$441,686 ","$78,816 "
BENZOYL PEROXIDE!ERYTHROMYCIN,D DERMATOLOGICALS,GENERIC,PERRIGO,"$5,319,548 ","$8,821,080 ","$10,334,379 ","$8,696,583 ","$7,055,067 ","$7,182,235 ","$2,252,725 "
BENZOYL PEROXIDE!ERYTHROMYCIN,D DERMATOLOGICALS,GENERIC,SANDOZ,"$10,095,232 ","$11,464,412 ","$10,550,531 ","$9,004,123 ","$10,507,513 ","$10,030,318 ","$2,014,897 "
BENZOYL PEROXIDE!HYALURONIC ACID,T OTHER TOPICALS,BRANDED GENERIC,HAWTHORN PHARM,"$60,739 ","$18,866 ",$219 ,,,,
BENZOYL PEROXIDE!HYDROCORTISONE,D DERMATOLOGICALS,BRANDED GENERIC,RIVERS EDGE,$35 ,$35 ,$106 ,,,,
BENZOYL PEROXIDE!HYDROCORTISONE,D DERMATOLOGICALS,BRANDED GENERIC,SUMMERS LABS,"$138,768 ","$110,293 ","$115,610 ","$145,890 ","$193,863 ","$255,827 ","$47,959 "
BENZOYL PEROXIDE!HYDROCORTISONE,T OTHER TOPICALS,BRANDED GENERIC,SUMMERS LABS,"$71,686 ","$98,181 ","$72,065 ","$37,591 ",$112 ,,
BENZOYL PEROXIDE!HYDROCORTISONE!NON THERAPEUTIC INGREDIENT,T OTHER TOPICALS,BRANDED GENERIC,RIVERS EDGE,"$8,821 ","$139,349 ","$20,973 ",,,,
BENZOYL PEROXIDE!SALICYLIC ACID,D DERMATOLOGICALS,BRANDED GENERIC,INNOCUTIS,"$979,499 ","$1,317,832 ","$1,031,705 ","$1,481,506 ","$1,641,799 ","$1,492,858 ","$276,464 "
BENZOYL PEROXIDE!SALICYLIC ACID,D DERMATOLOGICALS,BRANDED GENERIC,QUINNOVA PHARM,"$1,386,846 ","$1,623,855 ","$243,896 ",,,,
BENZOYL PEROXIDE!SALICYLIC ACID,D DERMATOLOGICALS,OTHER,UNIV MEDICAL PRODU,"$604,076 ","$1,071,951 ","$916,768 ","$224,646 ","$334,425 ","$340,164 ","$6,185 "
BENZOYL PEROXIDE!SALICYLIC ACID,T OTHER TOPICALS,OTHER,BLISTEX,"$47,937 ","$19,859 ","$6,865 ","$3,570 ",$158 ,,
BENZOYL PEROXIDE!SALICYLIC ACID,T OTHER TOPICALS,OTHER,UNIV MEDICAL PRODU,"$323,112 ","$65,766 ","$13,710 ",$154 ,,,
BENZOYL PEROXIDE!SALICYLIC ACID,T OTHER TOPICALS,OTHER,WALTMAN PHARM,"$4,145 ","$2,136 ","$1,449 ","$1,870 ",$376 ,,
BENZOYL PEROXIDE!SULFUR,D DERMATOLOGICALS,BRANDED GENERIC,BRECKENRIDGE,$812 ,"$30,994 ",$72 ,,,,
BENZOYL PEROXIDE!SULFUR,D DERMATOLOGICALS,BRANDED GENERIC,GSK PHARM,$54 ,,,,,,
BENZOYL PEROXIDE!SULFUR,D DERMATOLOGICALS,BRANDED GENERIC,WRASER PHARM,"$337,382 ","$438,469 ","$219,129 ","$6,252 ","$17,442 ","$2,700 ",
BENZOYL PEROXIDE!UREA,D DERMATOLOGICALS,BRANDED GENERIC,PHARMADERM,"$1,213,746 ","$803,173 ","$26,314 ",,,,
BENZOYL PEROXIDE!UREA,D DERMATOLOGICALS,GENERIC,RIVERS EDGE,"$612,069 ","$542,864 ","$318,318 ",$117 ,,,
BENZOYL PEROXIDE!UREA,D DERMATOLOGICALS,GENERIC,SANDOZ,"$950,165 ","$852,770 ","$114,842 ",,$146 ,$235 ,
BENZPHETAMINE,O ORALS,BRAND,PFIZER,"$2,381,363 ","$2,663,705 ","$2,180,346 ","$1,677,332 ","$1,310,758 ","$962,350 ","$178,036 "
BENZPHETAMINE,O ORALS,BRANDED GENERIC,WRASER PHARM,,,,,"$363,004 ","$443,527 ","$77,916 "
BENZPHETAMINE,O ORALS,GENERIC,A-S MEDICATION,"$35,487 ","$9,376 ","$96,547 ","$86,932 ","$70,405 ","$60,526 ","$14,793 "
BENZPHETAMINE,O ORALS,GENERIC,GLOBAL PHARM CORP,"$21,212 ","$2,020 ",,,,,
BENZPHETAMINE,O ORALS,GENERIC,HERITAGE PHARMA,,,,,"$136,468 ","$250,400 ","$45,869 "
BENZPHETAMINE,O ORALS,GENERIC,KVK-TECH,,"$282,586 ","$862,076 ","$688,764 ","$651,869 ","$643,651 ","$154,845 "
BENZPHETAMINE,O ORALS,GENERIC,PADDOCK LABS INC,"$1,237,493 ","$882,731 ","$2,938 ",$120 ,,,
BENZPHETAMINE,O ORALS,GENERIC,QUALITEST PRODUCTS,"$506,497 ","$1,192,538 ","$1,490,894 ","$1,094,236 ","$763,897 ","$446,747 ","$113,042 "
BENZPHETAMINE,O ORALS,GENERIC,RISING PHARM,"$5,054 ",,,,,,
BENZPHETAMINE,O ORALS,GENERIC,SOLCO HEALTHCARE,,,,"$219,684 ","$249,693 ",,
BENZTROPINE,I INJECTABLES,BRAND,OAK PHARMA,"$11,734,673 ","$5,917,327 ","$1,449,260 ","$1,317,354 ","$506,183 ","$239,269 ","$191,567 "
BENZTROPINE,I INJECTABLES,GENERIC,"AKORN, INC",,,,"$773,088 ","$4,314,951 ","$5,439,956 ","$1,359,040 "
BENZTROPINE,I INJECTABLES,GENERIC,AMERICAN REGENT,,,"$89,409 ","$196,527 ",,,
BENZTROPINE,I INJECTABLES,GENERIC,FRESENIUS KABI USA,"$2,293,537 ","$4,137,026 ","$4,332,780 ","$3,290,042 ","$1,240,373 ",,
BENZTROPINE,I INJECTABLES,GENERIC,WEST WARD,"$85,753 ","$5,503,371 ","$4,841,660 ","$4,557,587 ","$3,442,328 ","$1,577,853 ","$313,961 "
BENZTROPINE,O ORALS,GENERIC,AMERICAN HLTH PKG,"$1,679 ","$127,117 ","$645,122 ","$1,025,787 ","$1,772,208 ","$2,356,665 ","$690,626 "
BENZTROPINE,O ORALS,GENERIC,"BAYSHORE PHARM,LLC",,,,,,"$516,400 ","$439,119 "
BENZTROPINE,O ORALS,GENERIC,CAMBER PHARM,,,,,"$1,453,783 ","$1,953,400 ","$232,303 "
BENZTROPINE,O ORALS,GENERIC,COREPHARMA,,"$332,733 ","$131,074 ",$217 ,,,
BENZTROPINE,O ORALS,GENERIC,EXCELLIUM PHARM,,,,,"$153,790 ","$772,328 ","$196,205 "
BENZTROPINE,O ORALS,GENERIC,MAJOR PHARM,"$621,625 ","$912,593 ","$389,432 ","$48,095 ",$635 ,$247 ,
BENZTROPINE,O ORALS,GENERIC,MCKESSON PKG SERV,"$2,435 ",,,,,,
BENZTROPINE,O ORALS,GENERIC,MFR NOT STATED,"$4,734 ","$7,080 ",,,,,
BENZTROPINE,O ORALS,GENERIC,MYLAN INSTITUTION,"$93,322 ","$130,777 ","$126,896 ",$24 ,,,
BENZTROPINE,O ORALS,GENERIC,PAR PHARM,"$60,970 ","$26,044 ","$3,093 ",,,,
BENZTROPINE,O ORALS,GENERIC,QUALITEST PRODUCTS,"$941,393 ","$1,793,005 ","$2,403,176 ","$3,356,624 ","$7,880,426 ","$12,966,567 ","$2,921,358 "
BENZTROPINE,O ORALS,GENERIC,REPACKAGER,"$92,512 ","$20,776 ","$4,766 ","$2,583 ","$7,541 ","$11,763 ","$2,647 "
BENZTROPINE,O ORALS,GENERIC,RISING PHARM,"$401,711 ","$267,361 ","$55,873 ",$24 ,$11 ,,
BENZTROPINE,O ORALS,GENERIC,TEVA PHARMACEUTICA,"$1,412,080 ","$1,960,287 ","$2,035,680 ","$51,196 ","$290,832 ","$496,593 ","$1,398 "
BENZTROPINE,O ORALS,GENERIC,UPSHER-SMITH,"$4,763,796 ","$7,162,875 ","$7,191,421 ","$7,582,759 ","$11,537,327 ","$14,672,025 ","$3,310,278 "
BENZYL ALCOHOL,D DERMATOLOGICALS,BRANDED GENERIC,ZYLERA PHARM,"$2,240,789 ","$11,137,769 ","$14,686,651 ","$15,108,952 ","$21,225,572 ","$27,728,155 ","$3,393,109 "
BENZYL ALCOHOL,D DERMATOLOGICALS,OTHER,BLAIREX LABS INC,"$36,400 ","$55,437 ","$53,503 ","$53,897 ","$53,041 ","$49,105 ","$13,897 "
BENZYL ALCOHOL,Y ALL OTHERS,GENERIC,FAGRON,,,$267 ,$15 ,$161 ,,
BENZYL ALCOHOL,Y ALL OTHERS,GENERIC,LETCO MED,,,$268 ,"$7,600 ","$16,601 ","$18,587 ","$4,637 "
BENZYL ALCOHOL,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,,$82 ,$214 ,$54 
BENZYL ALCOHOL!CHLORBUTOL!ISOPROPYL ALCOHOL!M-CRESYL ACETATE!RICIN,E OTICS,BRANDED GENERIC,RECSEI,"$61,226 ","$93,622 ","$101,792 ","$104,460 ","$111,794 ","$38,180 ",$52 
BENZYL ALCOHOL!TAZAROTENE,D DERMATOLOGICALS,BRAND,ALLERGAN,"$567,425 ","$730,471 ","$578,622 ","$382,099 ","$364,243 ","$317,690 ","$52,342 "
BENZYL BENZOATE,Y ALL OTHERS,GENERIC,LETCO MED,,,"$2,622 ","$10,900 ","$12,850 ","$3,138 ",
BENZYL BENZOATE,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,,$508 ,$626 ,"$2,271 "
BENZYL BENZOATE!BISMUTH!PERU BALSAM!RESORCINOL!ZINC,"A RECTALS,TOPICAL",OTHER,MAJOR PHARM,"$86,941 ","$126,803 ","$139,732 ","$80,953 ","$93,341 ","$129,164 ","$26,432 "
BENZYL BENZOATE!BISMUTH!PERU BALSAM!RESORCINOL!ZINC,"A RECTALS,TOPICAL",OTHER,PRIVATE LABEL,"$3,225,248 ","$2,784,287 ","$2,689,399 ","$2,073,096 ","$3,012,929 ","$3,082,816 ","$864,707 "
BENZYL BENZOATE!BISMUTH!PERU BALSAM!RESORCINOL!ZINC,"A RECTALS,TOPICAL",OTHER,QUALITEST PRODUCTS,"$19,167 ","$28,317 ","$40,236 ","$26,092 ","$45,376 ",$132 ,
BENZYL BENZOATE!PERU BALSAM!PRAMOXINE!ZINC,"A RECTALS,TOPICAL",OTHER,PRIVATE LABEL,"$1,212,555 ","$1,708,884 ","$1,610,657 ","$323,936 ","$1,580,013 ","$1,545,105 ","$347,895 "
BEPOTASTINE,P OPHTHALMICS,BRAND,VALEANT PHARM,"$673,772 ","$18,742,035 ","$30,833,818 ","$37,587,059 ","$33,487,896 ","$34,383,664 ","$7,769,470 "
BERACTANT,L LUNG,BRAND,ABBVIE INC.,"$15,942,183 ","$20,942,481 ","$17,935,010 ","$15,150,999 ","$13,776,293 ","$12,560,609 ","$2,867,016 "
BESIFLOXACIN,P OPHTHALMICS,BRAND,VALEANT PHARM,"$3,060,692 ","$7,079,585 ","$22,539,773 ","$40,351,585 ","$58,651,251 ","$69,946,446 ","$17,797,703 "
BETACAROTENE,O ORALS,GENERIC,MFR NOT STATED,"$1,325 ","$2,200 ","$2,999 ","$4,915 ","$4,467 ",$703 ,
BETACAROTENE,O ORALS,OTHER,MAJOR PHARM,"$19,158 ","$32,902 ","$23,864 ","$11,386 ","$9,283 ","$11,062 ","$2,533 "
BETACAROTENE,O ORALS,OTHER,PHARMASSURE,"$14,720 ",,,,,,
BETACAROTENE,O ORALS,OTHER,PHARMAVITE,"$90,117 ","$126,560 ","$108,951 ","$53,973 ","$1,716 ",$464 ,
BETACAROTENE,O ORALS,OTHER,PRIVATE LABEL,"$281,286 ","$688,295 ","$615,144 ","$75,258 ","$74,622 ","$80,831 ","$12,160 "
BETACAROTENE!BIOTIN!CALCIUM!CHOLECALCIFEROL!CYANOCOBALAMIN!FOLIC ACID!IRON  FERROUS!NIACINAMIDE!PHOSPHORUS!PHYTONADIONE,O ORALS,OTHER,NESTLE CLINICAL NU,,,,"$11,414 ","$111,529 ","$194,258 ","$56,376 "
BETAHISTINE,Y ALL OTHERS,GENERIC,FAGRON,$67 ,,"$3,283 ","$3,780 ","$1,996 ",$281 ,$76 
BETAHISTINE,Y ALL OTHERS,GENERIC,LETCO MED,,,"$1,166 ","$16,544 ","$54,691 ","$80,820 ","$40,607 "
BETAINE,O ORALS,BRAND,RARE DISEASE,"$1,284 ",,,,,,
BETAINE,Y ALL OTHERS,GENERIC,MEDISCA INC,,,$98 ,"$3,738 ","$3,712 ","$5,709 ",$379 
BETAMETHASONE,D DERMATOLOGICALS,BRAND,SCHERING,"$1,864,978 ","$2,301,336 ","$1,807,765 ","$1,162,790 ","$892,970 ","$805,656 ","$210,031 "
BETAMETHASONE,D DERMATOLOGICALS,BRANDED GENERIC,PRESTIUM PHARMA,"$25,132,841 ","$32,931,230 ","$30,446,731 ","$26,698,277 ","$4,155,512 ","$1,987,134 ","$402,193 "
BETAMETHASONE,D DERMATOLOGICALS,BRANDED GENERIC,TEVA PHARMACEUTICA,"$506,480 ","$715,169 ","$157,901 ","$1,023 ",,,
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,ACTAVIS,"$3,100,836 ","$23,175,813 ","$65,370,375 ","$63,684,947 ","$52,584,209 ","$37,437,384 ","$9,531,696 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,A-S MEDICATION,"$6,145 ","$13,507 ","$53,613 ","$49,053 ","$47,629 ","$81,323 ","$15,568 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,GLENMARK PHARMA,,"$370,951 ","$1,788,945 ","$2,149,470 ","$2,902,550 ","$1,785,461 ","$497,736 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,GLOBAL PHARM CORP,,,,"$27,691 ","$607,003 ","$568,653 ","$92,363 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,MAJOR PHARM,$378 ,$4 ,$4 ,,,,
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,MFR NOT STATED,$68 ,$48 ,$7 ,,,,
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,PERRIGO,"$1,712,673 ","$1,760,630 ","$4,652,983 ","$5,755,394 ","$29,548,913 ","$25,442,769 ","$7,203,168 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,PRASCO LABS,,,,"$2,204,551 ","$7,366,755 ","$8,874,431 ","$2,378,447 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,SANDOZ,"$9,319,575 ","$10,552,308 ","$21,851,820 ","$28,377,312 ","$35,396,739 ","$36,883,133 ","$8,175,909 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,"STI PHARMA, LLC",,,"$3,200 ","$2,908,942 ","$3,215,082 ","$3,019,769 ","$827,048 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,TARO PHARM,"$1,719,017 ","$3,309,769 ","$19,010,016 ","$20,504,152 ","$23,056,588 ","$24,718,506 ","$7,139,493 "
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,TEVA PHARMACEUTICA,"$43,430 ","$54,724 ",$911 ,,,,
BETAMETHASONE,D DERMATOLOGICALS,GENERIC,WARRICK PHARM,,$20 ,,,,,
BETAMETHASONE,I INJECTABLES,BRAND,SCHERING,"$18,886,061 ","$18,796,365 ","$5,752,949 ","$8,364,868 ","$8,058,859 ","$9,026,641 ","$2,313,575 "
BETAMETHASONE,I INJECTABLES,GENERIC,AMERICAN REGENT,"$4,296,036 ","$16,544,537 ","$33,539,683 ","$34,927,451 ","$40,441,766 ","$44,931,771 ","$11,681,352 "
BETAMETHASONE,O ORALS,BRAND,SCHERING,"$86,447 ","$127,048 ","$138,163 ","$6,585 ",,$428 ,
BETAMETHASONE,Y ALL OTHERS,GENERIC,FAGRON,,,,,$184 ,,$92 
BETAMETHASONE,Y ALL OTHERS,GENERIC,LETCO MED,"$2,061 ","$5,338 ","$10,453 ","$35,458 ","$61,705 ","$75,076 ","$12,746 "
BETAMETHASONE,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,$65 ,"$1,655 ","$1,659 ","$3,542 "
BETAMETHASONE!CALCIPOTRIENE,D DERMATOLOGICALS,BRAND,LEO PHARMACEUTICAL,"$107,320,041 ","$145,170,546 ","$175,104,736 ","$214,294,090 ","$190,811,942 ","$142,978,581 ","$32,272,514 "
BETAMETHASONE!CALCIPOTRIENE,D DERMATOLOGICALS,GENERIC,PERRIGO,,,,,,"$14,820,132 ","$4,602,302 "
BETAMETHASONE!CALCIPOTRIENE,D DERMATOLOGICALS,GENERIC,SANDOZ,,,,,,"$36,072,550 ","$9,168,859 "
BETAMETHASONE!CLOTRIMAZOLE,D DERMATOLOGICALS,BRAND,SCHERING,"$664,242 ","$832,768 ","$792,912 ","$491,200 ","$589,713 ","$631,782 ","$138,416 "
BETAMETHASONE!CLOTRIMAZOLE,D DERMATOLOGICALS,GENERIC,ACTAVIS,"$6,663,346 ","$9,464,071 ","$49,520,290 ","$63,975,151 ","$41,546,350 ","$23,332,244 ","$4,630,773 "
BETAMETHASONE!CLOTRIMAZOLE,D DERMATOLOGICALS,GENERIC,A-S MEDICATION,"$7,933 ","$12,783 ","$29,125 ","$44,772 ","$48,368 ","$67,812 ","$16,140 "
BETAMETHASONE!CLOTRIMAZOLE,D DERMATOLOGICALS,GENERIC,PRASCO LABS,,,,"$7,730,069 ","$42,926,844 ","$30,195,291 ","$5,374,004 "
BETAMETHASONE!CLOTRIMAZOLE,D DERMATOLOGICALS,GENERIC,SANDOZ,"$5,921,739 ","$7,979,285 ","$33,213,362 ","$49,970,637 ","$27,307,464 ","$20,779,244 ","$3,544,874 "
BETAMETHASONE!CLOTRIMAZOLE,D DERMATOLOGICALS,GENERIC,TARO PHARM,"$6,719,700 ","$10,090,774 ","$53,847,653 ","$75,851,347 ","$53,566,429 ","$43,705,396 ","$10,673,194 "
BETAXOLOL,O ORALS,BRANDED GENERIC,SANOFI AVENTIS PHR,"$5,296 ","$3,560 ",$535 ,,$381 ,,
BETAXOLOL,O ORALS,GENERIC,ACTAVIS,$322 ,$265 ,$110 ,,,,
BETAXOLOL,O ORALS,GENERIC,EPIC PHARMA,,"$13,369 ","$132,137 ","$324,070 ","$430,354 ","$359,470 ","$102,472 "
BETAXOLOL,O ORALS,GENERIC,GSMS INC.,"$18,385 ","$22,492 ","$20,703 ",$112 ,$134 ,"$2,336 ",$423 
BETAXOLOL,O ORALS,GENERIC,KVK-TECH,"$1,341,884 ","$1,900,880 ","$1,597,514 ","$1,120,167 ","$747,934 ","$663,769 ","$158,567 "
BETAXOLOL,P OPHTHALMICS,BRAND,NOVARTIS VISION,"$21,342,026 ","$30,382,235 ","$28,597,950 ","$24,395,627 ","$22,271,309 ","$20,510,356 ","$4,989,538 "
BETAXOLOL,P OPHTHALMICS,GENERIC,"AKORN, INC",,,,"$674,782 ","$1,261,632 ","$1,371,400 ","$325,203 "
BETAXOLOL,P OPHTHALMICS,GENERIC,SANDOZ,"$980,872 ","$1,937,788 ","$2,509,352 ","$2,052,177 ","$1,082,043 ","$878,514 ","$273,906 "
BETHANECHOL,O ORALS,BRAND,TEVA SELECT BRANDS,"$319,423 ","$359,947 ","$281,699 ","$246,412 ","$236,906 ","$174,828 ","$49,191 "
BETHANECHOL,O ORALS,GENERIC,AMERICAN HLTH PKG,"$116,955 ","$197,416 ","$206,803 ","$173,798 ","$190,400 ","$229,562 ","$69,684 "
BETHANECHOL,O ORALS,GENERIC,AMNEAL PHARM,"$1,922,839 ","$3,535,107 ","$5,595,290 ","$4,096,770 ","$3,420,134 ","$6,004,182 ","$3,339,861 "
BETHANECHOL,O ORALS,GENERIC,ASCEND LABS,"$237,257 ","$95,405 ","$1,147 ",,,,
BETHANECHOL,O ORALS,GENERIC,AV KARE INC,,$192 ,"$63,789 ","$1,734 ",,,
BETHANECHOL,O ORALS,GENERIC,AVPAK,,,"$10,053 ","$21,881 ","$88,139 ","$124,247 ","$25,080 "
BETHANECHOL,O ORALS,GENERIC,CARACO PHARM,"$100,679 ","$714,325 ","$4,173 ",$186 ,,,
BETHANECHOL,O ORALS,GENERIC,GLOBAL PHARM CORP,"$265,447 ","$331,477 ","$532,271 ","$439,923 ","$322,518 ","$18,652 ",
BETHANECHOL,O ORALS,GENERIC,GSMS INC.,,,,"$6,714 ","$7,715 ",$138 ,
BETHANECHOL,O ORALS,GENERIC,LANNETT,"$30,805 ","$54,700 ","$25,138 ","$8,221 ",,,
BETHANECHOL,O ORALS,GENERIC,MAJOR PHARM,"$2,381 ","$31,079 ","$49,339 ","$30,142 ","$13,184 ",,
BETHANECHOL,O ORALS,GENERIC,MARLEX PHARM,"$63,445 ","$86,653 ","$63,493 ","$1,357 ",$273 ,$17 ,
BETHANECHOL,O ORALS,GENERIC,RANBAXY PHARM,"$4,742 ","$5,169 ","$4,065 ","$3,629 ","$3,504 ","$3,366 ",
BETHANECHOL,O ORALS,GENERIC,RISING PHARM,,,"$8,343 ","$44,639 ","$219,774 ","$91,151 ","$2,715 "
BETHANECHOL,O ORALS,GENERIC,TEVA PHARMACEUTICA,"$2,015,575 ","$2,784,090 ","$1,070,307 ","$443,132 ","$245,701 ","$736,759 ","$197,802 "
