Molecule,Form,Type,Product,Strength,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
CRYSTAL VIOLET,D DERMATOLOGICALS,OTHER,GENTIAN VIOLET,2%,"$1,262 ","$40,782 ","$58,183 ","$59,086 ","$49,738 ","$29,091 ","$5,682 "
CYANOCOBALAMIN,N NASAL,BRANDED GENERIC,NASCOBAL,500MCG/0.1ML,"$3,542 ","$8,272 ","$7,409 ","$1,472 ",,,
CYANOCOBALAMIN,O ORALS,BRANDED GENERIC,ELIGEN B12,1000MCG,,,,,,,"$13,851 "
CYANOCOBALAMIN,O ORALS,BRANDED GENERIC,MARTINIC,110MG,$548 ,"$1,609 ",$681 ,,,,
CYANOCOBALAMIN,O ORALS,OTHER,HI-ENER-G B12,5000MCG,,$40 ,"$5,120 ","$6,130 ","$7,952 ","$7,312 ","$1,957 "
CYANOCOBALAMIN,O ORALS,OTHER,LIVERITE,N/A,"$202,151 ","$480,928 ","$469,422 ","$574,036 ","$582,052 ","$489,733 ","$86,445 "
CYANOCOBALAMIN,O ORALS,OTHER,NM VIT B12,1000MCG,"$898,477 ","$2,259,965 ","$3,609,925 ","$3,608,007 ","$3,523,389 ","$3,412,534 ","$530,666 "
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,1000MCG,"$1,568,815 ","$3,671,738 ","$4,553,361 ","$5,606,036 ","$7,408,756 ","$8,200,231 ","$2,209,188 "
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,1000MCG/15ML,"$413,481 ","$1,053,784 ","$1,154,008 ","$534,575 ",,,
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,100MCG,"$680,862 ","$1,425,363 ","$861,806 ","$561,976 ","$403,157 ","$360,554 ","$51,116 "
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,1500MCG,$275 ,"$1,377 ","$5,276 ",$19 ,,,
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,2000MCG,"$1,420,924 ","$2,743,916 ","$2,718,025 ","$803,618 ","$1,110,828 ","$977,353 ","$189,891 "
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,2500MCG,"$1,814,470 ","$3,788,804 ","$4,638,169 ","$5,884,582 ","$6,455,865 ","$5,082,841 ","$1,391,226 "
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,250MCG,"$412,412 ","$627,254 ","$692,721 ","$202,218 ","$3,685 ","$3,457 ",$775 
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,5000MCG,"$21,385 ","$47,010 ","$81,279 ","$120,365 ","$1,412,531 ","$1,647,090 ","$266,957 "
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,500MCG,"$2,159,845 ","$5,215,830 ","$5,730,618 ","$5,590,621 ","$3,892,887 ","$3,645,611 ","$905,340 "
CYANOCOBALAMIN,O ORALS,OTHER,VIT B12,STR UNSP,"$127,899 ","$237,681 ","$273,761 ","$295,951 ","$243,781 ","$268,333 ","$54,314 "
CYANOCOBALAMIN,O ORALS,OTHER,VITAMIN B-12,1000MCG,,$8 ,"$14,408 ","$23,238 ","$25,463 ","$26,221 ","$8,610 "
CYANOCOBALAMIN,O ORALS,OTHER,VITAMIN B-12,500MCG,"$4,802 ","$11,230 ","$14,327 ","$14,020 ","$13,608 ","$13,972 ","$3,599 "
CYANOCOBALAMIN,S OTHER SYSTEMICS,BRANDED GENERIC,CALOMIST,25MCG,"$311,547 ","$181,442 ",$250 ,,,,
CYANOCOBALAMIN,S OTHER SYSTEMICS,BRANDED GENERIC,NASCOBAL,500MCG,"$7,919,092 ","$21,158,138 ","$26,908,220 ","$28,142,395 ","$28,824,397 ","$36,939,310 ","$13,689,460 "
CYANOCOBALAMIN,I INJECTABLES,GENERIC,CYANOCOBALAMIN,1000MC/ML,"$1,521 ","$1,920 ",$282 ,,,,
CYANOCOBALAMIN,I INJECTABLES,GENERIC,CYANOCOBALAMIN,1000MCG/ML,"$6,220,149 ","$11,636,861 ","$16,197,652 ","$19,593,766 ","$39,025,329 ","$54,278,087 ","$18,148,417 "
CYANOCOBALAMIN,I INJECTABLES,GENERIC,VIT B12,1000MCG/ML,$2 ,,,,,,
CYANOCOBALAMIN,O ORALS,GENERIC,VIT B12,1000MCG,"$381,832 ","$911,661 ","$1,362,311 ","$1,099,541 ","$1,270,311 ","$1,301,803 ","$338,975 "
CYANOCOBALAMIN,O ORALS,GENERIC,VIT B12,100MCG,"$33,601 ","$76,524 ","$90,919 ","$79,842 ","$88,575 ","$104,274 ","$30,018 "
CYANOCOBALAMIN,O ORALS,GENERIC,VIT B12,250MCG,,,,$761 ,"$9,998 ","$19,332 ","$5,158 "
CYANOCOBALAMIN,O ORALS,GENERIC,VIT B12,500MCG,"$109,670 ","$248,781 ","$287,204 ","$222,307 ","$247,421 ","$266,779 ","$67,562 "
CYANOCOBALAMIN,Y ALL OTHERS,GENERIC,CYANOCOBALAMIN,N/A,,,,"$39,115 ","$62,479 ","$66,282 ","$14,532 "
CYANOCOBALAMIN!DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!FOLIC ACID,O ORALS,BRANDED GENERIC,MI-OMEGA NF,0.5-1MG,"$76,458 ","$108,964 ","$94,651 ","$56,470 ","$55,506 ",$302 ,
CYANOCOBALAMIN!DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!FOLIC ACID!POLICOSANOL!PYRIDOXINE,O ORALS,OTHER,VANACHOL,300-10-250MG,"$1,004 ","$1,857 ",$72 ,,,,
CYANOCOBALAMIN!DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,MI-OMEGA,0.5-1-12.5MG,$686 ,$130 ,$472 ,$209 ,$288 ,$42 ,
CYANOCOBALAMIN!EICOSAPENTANOIC ACID!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,ANIMI-3,0.5-1-500MG,"$566,770 ","$899,798 ","$771,029 ","$570,700 ","$148,090 ","$387,755 ","$96,746 "
CYANOCOBALAMIN!FOLIC ACID,O ORALS,BRANDED GENERIC,ENFOLAST-N,2-6MG,,"$864,948 ","$729,113 ",$84 ,,,
CYANOCOBALAMIN!FOLIC ACID,O ORALS,BRANDED GENERIC,FOLTRATE,0.5-1MG,"$44,887 ","$99,943 ","$76,207 ","$76,901 ","$87,325 ","$94,096 ","$22,528 "
CYANOCOBALAMIN!FOLIC ACID,O ORALS,BRANDED GENERIC,VIT 3,0.5-1MG,,"$160,156 ","$278,433 ","$240,035 ","$194,595 ","$96,139 ","$23,982 "
CYANOCOBALAMIN!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,BIFERA RX,22-6-1-25MG,,"$787,747 ","$2,175,434 ","$2,279,578 ","$1,182,809 ","$934,327 ","$219,979 "
CYANOCOBALAMIN!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,FE 90 PLUS,90-1-50MG,,,,,$81 ,"$71,152 ","$45,082 "
CYANOCOBALAMIN!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,FERREX 150 FORTE,150-.025-1MG,"$306,788 ","$583,512 ","$537,108 ","$530,388 ","$489,583 ","$483,545 ","$108,422 "
CYANOCOBALAMIN!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,NOVAFERRUM,100-1-15MG/5ML,,"$1,694 ","$260,646 ","$593,485 ","$488,837 ","$119,035 ","$4,628 "
CYANOCOBALAMIN!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,TRIGELS-F FORTE,460-60-1MG,,"$7,114 ","$23,063 ","$21,599 ","$140,059 ","$142,710 ","$35,913 "
CYANOCOBALAMIN!FOLIC ACID!IRON  FERROUS,O ORALS,GENERIC,HEMETAB,22-6-1-25MG,,,,"$68,834 ","$173,088 ","$172,422 ","$34,521 "
CYANOCOBALAMIN!FOLIC ACID!IRON FERRIC,O ORALS,BRANDED GENERIC,IFEREX 150 FORTE,150-0.025-1MG,"$6,663 ","$13,717 ","$23,040 ","$19,035 ","$15,266 ","$16,062 ","$3,778 "
CYANOCOBALAMIN!FOLIC ACID!IRON FERRIC,O ORALS,BRANDED GENERIC,POLY-IRON 150 FORTE,150-0.025-1MG,"$179,150 ","$324,346 ","$273,233 ","$286,402 ","$298,615 ","$332,187 ","$97,147 "
CYANOCOBALAMIN!FOLIC ACID!MULTIVITAMINS,O ORALS,BRANDED GENERIC,PREVITE RX,12-1MG,"$1,845 ","$20,645 ",$452 ,,,,
CYANOCOBALAMIN!FOLIC ACID!MULTIVITAMINS & MINERALS!PYRIDOXINE,O ORALS,BRANDED GENERIC,CAVAN-X,2-2.5-25MG,,"$1,145,864 ","$1,089,978 ","$1,929 ",,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,CENFOL,2.3-24.5-2MG,,,"$4,214 ",$726 ,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,COMBGEN,0.5-2.2-25,$273 ,,,,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,DULEEK-MET NEW,2-3-35MG,,"$481,414 ","$42,090 ",,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FABB,1-2.2-25MG,"$389,338 ","$705,301 ","$763,062 ","$829,517 ","$786,264 ","$773,006 ","$188,565 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLAMIN,2-2.5-25MG,"$140,616 ","$9,001 ",$11 ,,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLBALIN PLUS,2-2.5-25MG,"$224,255 ","$2,892 ",$68 ,,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLBEE,1-2.5-25MG,"$2,192,325 ","$5,450,013 ","$5,809,366 ","$5,368,840 ","$4,777,567 ","$3,577,515 ","$770,913 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLBIC,2-2.5-25MG,"$8,477,058 ","$19,538,633 ","$21,121,184 ","$18,187,825 ","$15,667,204 ","$10,669,073 ","$2,010,689 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLBIC RF,2-1.13-25MG,,,,,"$89,768 ","$306,661 ","$107,941 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLCAPS,0.5-2.2-25MG,"$139,545 ","$219,594 ","$178,813 ","$145,743 ","$92,211 ",$373 ,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLGARD RX,1-2.2-25MG,"$898,456 ","$1,680,263 ","$1,387,477 ","$917,953 ","$884,388 ","$890,093 ","$219,562 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLGARD RX 2.2,0.5-2.2-25MG,"$1,748 ","$1,856 ","$18,757 ","$5,815 ",$742 ,$940 ,$187 
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLNATE PLUS,2-2.5-25MG,$81 ,,,,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLPLEX,1-2.2-25MG,"$42,397 ","$10,122 ",,,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLPLEX 2.2,0.5-2.2-25MG,"$182,658 ","$349,051 ","$317,469 ","$282,912 ","$246,650 ","$211,509 ","$40,352 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLTX,1-2.5-25MG,"$14,672 ","$29,686 ","$25,061 ","$8,050 ","$1,731,641 ","$1,496,501 ","$233,443 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLTX,2-1.13-25MG,,,,,"$1,487,790 ","$2,085,550 ","$570,813 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,FOLTX,2-2.5-25MG,"$4,207,389 ","$7,867,840 ","$6,062,110 ","$4,549,132 ","$1,062,884 ","$14,032 ","$2,724 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,NEURPATH-B,2-3-35MG,,"$3,505,571 ","$3,375,255 ",$808 ,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,NUFOL,1-2.5-25MG,"$21,286 ",$534 ,,,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,TL GARD RX,1-2.2-25MG,"$1,250 ","$97,760 ","$397,500 ","$442,832 ","$444,300 ","$306,308 ","$72,291 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,VIRT-VITE,1-2.5-25MG,,,,,"$152,887 ","$244,633 ","$45,505 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,VIRT-VITE FORTE,2-2.5-25MG,,,,,"$642,311 ","$983,449 ","$198,214 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,BRANDED GENERIC,VITA-RESPA,2.2MG,"$31,857 ","$44,675 ","$31,019 ","$26,576 ","$5,180 ",,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,OTHER,FOLGARD,0.115-.8-10MG,"$305,445 ","$519,668 ","$459,841 ","$379,802 ","$175,273 ","$185,493 ","$43,228 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,OTHER,FOLTABS 800,0.115-0.8-10MG,"$121,429 ","$262,003 ","$291,758 ","$268,808 ","$274,576 ","$424,184 ","$106,414 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,OTHER,HOMOCYSTEINE FORMULA,0.1-0.8-50MG,,,,,,$12 ,$9 
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,GENERIC,B12/B6/FA,0.5-25-2.2MG,"$186,941 ","$350,014 ","$243,391 ","$181,622 ","$182,038 ","$168,549 ","$37,232 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,GENERIC,B12/B6/FA,1-25-2.5MG,"$167,591 ","$5,715 ",$5 ,,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE,O ORALS,GENERIC,FOLIC ACID,2-2.5-25MG,,,,"$819,252 ","$45,288 ",,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE!RIBOFLAVIN,O ORALS,BRANDED GENERIC,ENFOLAST,1-6-50-5MG,,"$412,649 ","$363,434 ",$409 ,,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE!RIBOFLAVIN,O ORALS,BRANDED GENERIC,ROVIN-CF OF,1-6-50-5MG,,"$361,590 ","$541,867 ","$19,397 ",,,
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE!RIBOFLAVIN,O ORALS,OTHER,METAFOLBIC,1-6-50-5MG,,,,"$3,056 ","$294,828 ","$300,433 ","$67,437 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE!RIBOFLAVIN,O ORALS,BRAND,CEREFOLIN,1-5-50-5MG,"$4,083,450 ","$7,044,046 ","$6,502,132 ","$6,871,279 ","$5,632,786 ","$4,285,215 ","$903,342 "
CYANOCOBALAMIN!FOLIC ACID!PYRIDOXINE!RIBOFLAVIN,O ORALS,GENERIC,L-METHYL-MC,1-6-50-5MG,,,,"$689,584 ","$876,004 ","$808,252 ","$168,586 "
CYANOCOBALAMIN!GLUCOSAMINE!METHYLFOLATE,O ORALS,BRANDED GENERIC,RHEUMATE,1-1-500MG,,,,,,"$81,128 ","$40,548 "
CYANOCOBALAMIN!THIAMINE,O ORALS,OTHER,SHERI-B12,N/A,"$5,938 ","$7,973 ",,,,,
CYCLEXANONE,D DERMATOLOGICALS,OTHER,PSORIASIN SCALP,N/A,"$3,602 ","$2,725 ","$1,794 ",$38 ,$307 ,,
CYCLIZINE,O ORALS,OTHER,CYCLIVERT,25MG,,,,"$21,010 ","$9,248 ",,
CYCLIZINE,O ORALS,OTHER,MAREZINE,50MG,"$57,300 ","$123,169 ","$124,786 ","$19,520 ",,,
CYCLOBENZAPRINE,O ORALS,BRANDED GENERIC,AMRIX,15MG,"$53,462,202 ","$107,914,136 ","$55,618,884 ","$31,500,100 ","$66,076,073 ","$103,674,439 ","$23,198,243 "
CYCLOBENZAPRINE,O ORALS,BRANDED GENERIC,AMRIX,30MG,"$8,619,851 ","$17,527,645 ","$10,811,878 ","$8,959,258 ","$17,583,445 ","$26,040,694 ","$6,402,976 "
CYCLOBENZAPRINE,O ORALS,BRANDED GENERIC,FEXMID,7.5MG,"$3,040,105 ","$6,197,446 ","$3,495,391 ","$1,528,234 ","$768,513 ","$271,175 ","$40,065 "
CYCLOBENZAPRINE,O ORALS,BRAND,FLEXERIL,10MG,"$4,495,361 ","$7,644,617 ","$245,112 ","$16,267 ","$15,113 ","$17,061 ","$3,171 "
CYCLOBENZAPRINE,O ORALS,BRAND,FLEXERIL,5MG,"$603,404 ","$667,254 ","$1,830 ","$2,367 ","$2,644 ","$2,180 ",$192 
CYCLOBENZAPRINE,O ORALS,GENERIC,CYCLOBENZAP HCL ER,15MG,,,"$37,945,433 ","$5,390,749 ",$742 ,,
CYCLOBENZAPRINE,O ORALS,GENERIC,CYCLOBENZAP HCL ER,30MG,,,"$3,811,875 ","$284,175 ","$1,496 ",,
CYCLOBENZAPRINE,O ORALS,GENERIC,CYCLOBENZAPRIN HCL,10MG,"$15,813,871 ","$28,930,814 ","$28,038,975 ","$29,571,502 ","$34,383,253 ","$33,703,488 ","$6,310,645 "
CYCLOBENZAPRINE,O ORALS,GENERIC,CYCLOBENZAPRIN HCL,15MG,,,,$940 ,,,
CYCLOBENZAPRINE,O ORALS,GENERIC,CYCLOBENZAPRIN HCL,5MG,"$2,832,175 ","$5,960,965 ","$6,746,780 ","$8,118,462 ","$8,486,044 ","$10,088,528 ","$2,246,021 "
CYCLOBENZAPRINE,O ORALS,GENERIC,CYCLOBENZAPRIN HCL,7.5MG,,,,"$3,804 ","$1,855,372 ","$4,198,956 ","$1,370,504 "
CYCLOBENZAPRINE,Y ALL OTHERS,GENERIC,CYCLOBENZAPRIN HCL,100%,,,"$1,110 ","$7,881 ","$28,017 ","$38,823 ","$9,585 "
CYCLOBENZAPRINE,Y ALL OTHERS,GENERIC,CYCLOBENZAPRIN HCL,N/A,$39 ,"$1,084 ","$36,104 ","$185,223 ","$727,537 ","$918,100 ","$186,547 "
CYCLOPENTOLATE,P OPHTHALMICS,BRANDED GENERIC,AK-PENTOLATE,1%,"$302,650 ","$390,893 ","$868,225 ","$285,267 ","$282,003 ","$247,659 ","$71,280 "
CYCLOPENTOLATE,P OPHTHALMICS,BRAND,CYCLOGYL,0.50%,"$109,300 ","$285,579 ","$471,020 ","$540,255 ","$817,135 ","$719,064 ","$169,216 "
CYCLOPENTOLATE,P OPHTHALMICS,BRAND,CYCLOGYL,1%,"$470,407 ","$964,981 ","$1,255,399 ","$1,187,430 ","$1,551,447 ","$1,304,064 ","$292,212 "
CYCLOPENTOLATE,P OPHTHALMICS,BRAND,CYCLOGYL,2%,"$412,377 ","$1,159,234 ","$1,774,459 ","$2,097,937 ","$2,250,734 ","$1,389,153 ","$275,684 "
CYCLOPENTOLATE,P OPHTHALMICS,GENERIC,CYCLOPENTOLATE HCL,1%,"$416,943 ","$1,149,379 ","$4,556,726 ","$4,634,301 ","$5,097,051 ","$4,430,223 ","$902,596 "
CYCLOPENTOLATE,P OPHTHALMICS,GENERIC,CYCLOPENTOLATE HCL,2%,,,,"$263,236 ","$974,306 ","$1,392,406 ","$389,416 "
CYCLOPENTOLATE!PHENYLEPHRINE,P OPHTHALMICS,BRANDED GENERIC,CYCLOMYDRIL,N/A,"$601,447 ","$1,419,627 ","$1,806,027 ","$2,102,704 ","$2,482,161 ","$2,826,432 ","$770,059 "
CYCLOPHOSPHAMIDE,I INJECTABLES,BRAND,CYTOXAN,500MG,$13 ,$13 ,,,,,
CYCLOPHOSPHAMIDE,O ORALS,BRAND,CYTOXAN,25MG,,$154 ,,,,,
CYCLOPHOSPHAMIDE,I INJECTABLES,GENERIC,CYCLOPHOSPHAMIDE,1GM,"$9,307,742 ","$25,841,827 ","$52,281,722 ","$101,917,715 ","$171,528,180 ","$225,904,934 ","$54,620,632 "
CYCLOPHOSPHAMIDE,I INJECTABLES,GENERIC,CYCLOPHOSPHAMIDE,2GM,"$8,196,908 ","$22,384,067 ","$48,562,415 ","$87,981,403 ","$143,021,925 ","$175,316,186 ","$42,054,479 "
CYCLOPHOSPHAMIDE,I INJECTABLES,GENERIC,CYCLOPHOSPHAMIDE,500MG,"$3,800,829 ","$10,664,545 ","$19,943,226 ","$34,752,759 ","$60,028,789 ","$80,642,486 ","$20,399,412 "
CYCLOPHOSPHAMIDE,O ORALS,GENERIC,CYCLOPHOSPHAMIDE,25MG,"$638,729 ","$1,313,489 ","$1,240,712 ","$1,238,963 ","$1,386,027 ","$2,697,415 ","$1,276,743 "
CYCLOPHOSPHAMIDE,O ORALS,GENERIC,CYCLOPHOSPHAMIDE,50MG,"$4,102,898 ","$8,188,065 ","$7,352,235 ","$7,892,503 ","$8,794,332 ","$13,806,728 ","$6,299,356 "
CYCLOSERINE,O ORALS,BRAND,SEROMYCIN,250MG,"$547,288 ","$1,323,281 ","$1,351,432 ","$1,210,630 ","$857,053 ","$24,078 ",
CYCLOSERINE,O ORALS,GENERIC,CYCLOSERINE,250MG,,,,,"$142,409 ","$1,398,826 ","$383,631 "
CYCLOSPORINE,O ORALS,BRANDED GENERIC,GENGRAF,100MG,"$7,932,900 ","$14,775,678 ","$13,193,183 ","$13,503,599 ","$11,799,889 ","$9,965,476 ","$2,234,618 "
CYCLOSPORINE,O ORALS,BRANDED GENERIC,GENGRAF,100MG/ML,"$485,507 ","$912,875 ","$921,654 ","$941,109 ","$1,018,145 ","$1,030,186 ","$264,163 "
CYCLOSPORINE,O ORALS,BRANDED GENERIC,GENGRAF,25MG,"$6,349,621 ","$12,272,772 ","$11,800,344 ","$16,467,892 ","$13,591,818 ","$11,599,852 ","$2,633,455 "
CYCLOSPORINE,P OPHTHALMICS,BRANDED GENERIC,RESTASIS,0.05%,"$283,974,562 ","$683,592,648 ","$772,271,918 ","$856,016,141 ","$1,040,733,376 ","$1,280,058,996 ","$354,318,612 "
CYCLOSPORINE,I INJECTABLES,BRAND,SANDIMMUNE,50MG/ML,"$680,727 ","$846,512 ","$1,360,723 ","$2,755,066 ","$1,863,252 ","$2,031,865 ","$379,621 "
CYCLOSPORINE,O ORALS,BRAND,NEORAL,100MG,"$17,034,822 ","$30,599,151 ","$24,999,944 ","$20,491,571 ","$16,964,670 ","$15,208,225 ","$3,696,138 "
CYCLOSPORINE,O ORALS,BRAND,NEORAL,100MG/ML,"$2,240,638 ","$4,202,366 ","$3,933,217 ","$3,394,632 ","$3,005,560 ","$2,901,048 ","$714,819 "
CYCLOSPORINE,O ORALS,BRAND,NEORAL,25MG,"$16,105,613 ","$30,645,631 ","$28,008,268 ","$27,440,440 ","$23,218,324 ","$20,740,867 ","$5,136,074 "
CYCLOSPORINE,O ORALS,BRAND,SANDIMMUNE,100MG,"$6,015,312 ","$16,058,052 ","$14,480,221 ","$8,809,167 ","$7,483,933 ","$6,112,950 ","$1,375,979 "
CYCLOSPORINE,O ORALS,BRAND,SANDIMMUNE,100MG/ML,"$2,077,849 ","$4,268,893 ","$3,717,840 ","$3,345,626 ","$3,269,491 ","$2,928,811 ","$903,073 "
CYCLOSPORINE,O ORALS,BRAND,SANDIMMUNE,25MG,"$4,159,002 ","$10,713,138 ","$9,521,115 ","$5,917,052 ","$5,343,089 ","$4,420,079 ","$1,088,283 "
CYCLOSPORINE,I INJECTABLES,GENERIC,CYCLOSPORINE,50MG/ML,"$544,263 ","$1,266,503 ","$917,535 ","$159,091 ","$507,580 ","$373,281 ","$119,052 "
CYCLOSPORINE,O ORALS,GENERIC,CYCLOSPORINE,100MG,"$15,257,528 ","$24,107,343 ","$25,594,688 ","$34,036,914 ","$35,250,429 ","$32,134,336 ","$9,301,208 "
CYCLOSPORINE,O ORALS,GENERIC,CYCLOSPORINE,100MG/ML,"$1,133,101 ","$2,521,314 ","$2,473,286 ","$2,630,796 ","$2,527,578 ","$2,167,204 ","$523,848 "
CYCLOSPORINE,O ORALS,GENERIC,CYCLOSPORINE,25MG,"$7,650,912 ","$14,373,199 ","$15,501,932 ","$16,402,869 ","$19,523,302 ","$20,215,622 ","$5,701,008 "
CYCLOSPORINE,O ORALS,GENERIC,CYCLOSPORINE,50MG,"$371,148 ","$1,260,342 ","$1,461,049 ","$1,357,750 ","$2,321,924 ","$2,814,366 ","$712,715 "
CYCLOSPORINE,Y ALL OTHERS,GENERIC,CYCLOSPORINE,N/A,$436 ,$438 ,$216 ,"$29,296 ","$155,710 ","$164,146 ","$51,108 "
CYPROHEPTADINE,O ORALS,GENERIC,CYPROHEPTADINE HCL,2MG/5ML,"$1,747,353 ","$3,929,831 ","$5,110,679 ","$6,951,101 ","$7,238,535 ","$6,083,034 ","$1,560,271 "
CYPROHEPTADINE,O ORALS,GENERIC,CYPROHEPTADINE HCL,4MG,"$2,781,521 ","$6,038,628 ","$6,612,997 ","$8,339,210 ","$15,768,967 ","$28,956,101 ","$7,829,620 "
CYPROHEPTADINE,O ORALS,GENERIC,CYPROHEPTADINE HCL,4MG/10ML,,,,,"$1,152 ","$6,243 ",
CYPROHEPTADINE,O ORALS,GENERIC,CYPROHEPTADINE HCL,N/A,"$6,078 ",$629 ,$119 ,,$3 ,,
CYSTAMINE,O ORALS,BRANDED GENERIC,PROCYSBI,25MG,,,,,"$33,287 ",,
CYSTAMINE,O ORALS,BRANDED GENERIC,PROCYSBI,75MG,,,,,"$1,592,607 ",,
CYSTAMINE,O ORALS,BRAND,CYSTAGON,150MG,"$73,018 ","$150,439 ","$150,965 ","$141,988 ","$119,184 ","$95,320 ","$25,372 "
CYSTAMINE,O ORALS,BRAND,CYSTAGON,50MG,"$21,991 ","$46,642 ","$44,269 ","$41,784 ","$33,965 ","$30,678 ","$8,464 "
CYSTAMINE,P OPHTHALMICS,BRAND,CYSTARAN,0.44%,,,,,"$98,881 ","$2,912,297 ","$1,815,043 "
CYSTAMINE,Y ALL OTHERS,GENERIC,CYSTEAMINE HCL,100%,,,,$742 ,$371 ,,
CYSTEINE,I INJECTABLES,GENERIC,CYSTEINE HCL,2500MG/50ML,"$611,243 ","$370,838 ",,,,,
CYSTEINE,I INJECTABLES,GENERIC,CYSTEINE HCL,500MG/10ML,"$161,012 ","$107,187 ",,,,,
CYSTEINE,I INJECTABLES,GENERIC,CYSTEINE HCL,50MG/ML,"$708,258 ","$2,839,952 ","$3,383,987 ","$3,282,543 ","$6,286,065 ","$10,949,356 ","$1,070,602 "
CYSTEINE,Y ALL OTHERS,GENERIC,CYSTEINE,100%,,,,,,"$1,669 ",
CYSTEINE,Y ALL OTHERS,GENERIC,L-CYSTINE,100%,,,$116 ,,,,
CYTARABINE,I INJECTABLES,BRANDED GENERIC,DEPOCYT,50MG/5ML,"$4,489,290 ","$8,941,000 ","$9,441,672 ","$9,564,010 ","$8,740,640 ","$8,360,660 ","$2,443,787 "
